DATAFLOW,LAST UPDATE,freq,mot_nrg,vehicle,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PL,2016,348,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PL,2017,896,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PL,2018,3019,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PL,2019,5197,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PL,2020,9773,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PL,2021,18192,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PL,2022,30925,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PL,2023,51429,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PT,2014,672,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PT,2015,1398,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PT,2016,2383,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PT,2017,4667,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PT,2018,9980,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PT,2019,18139,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PT,2020,26949,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PT,2021,43309,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PT,2022,67347,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,PT,2023,111003,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,RO,2014,2737,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,RO,2015,3863,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,RO,2016,6348,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,RO,2017,9947,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,RO,2018,1103,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,RO,2019,2798,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,RO,2020,5803,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,RO,2021,12433,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,RO,2022,24691,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,RO,2023,39271,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SE,2014,2175,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SE,2015,4769,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SE,2016,7555,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SE,2017,11068,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SE,2018,16705,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SE,2019,30382,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SE,2020,55829,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SE,2021,110221,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SE,2022,197751,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SE,2023,291716,
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SI,2014,133,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SI,2015,288,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SI,2016,457,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SI,2017,779,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SI,2018,1308,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SI,2019,1998,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SI,2020,3670,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SI,2021,5413,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SI,2022,7977,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SI,2023,12743,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SK,2014,113,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SK,2015,137,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SK,2016,198,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SK,2017,398,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SK,2018,795,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SK,2019,956,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SK,2020,1863,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SK,2021,3001,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SK,2022,4531,s
ESTAT:ROAD_EQS_ZEV(1.0),12/09/24 23:00:00,A,TOTAL,CAR,NR,SK,2023,7899,s
